station_id,timestamp,session_id,voltage,current,power_kw,temperature_c,duration_sec,energy_kwh,error_code,message
STATION_2,2024-03-19 08:23:00,90d6ae48e7d0,234.91,31.38,7.278,48.1,48,0.097,0,OK
STATION_2,2024-03-19 08:23:00,90d6ae48e7d0,233.61,31.09,7.232,47.2,51,0.1024,0,OK
STATION_2,2024-03-19 08:23:04,90d6ae48e7d0,234.81,34.74,8.199,52.86,60,0.1367,0,OK
STATION_2,2024-03-19 08:23:06,90d6ae48e7d0,232.46,34.16,8.058,49.94,30,0.0671,0,OK
STATION_2,2024-03-19 08:23:11,90d6ae48e7d0,233.48,34.22,7.88,49.54,17,0.0372,0,OK
STATION_2,2024-03-19 08:23:12,90d6ae48e7d0,226.71,33.03,7.36,50.47,12,0.0245,0,OK
STATION_2,2024-03-19 08:23:15,90d6ae48e7d0,233.24,33.87,7.928,47.1,19,0.0418,303,Unknown hardware fault code: 0x7F3A
STATION_2,2024-03-19 08:23:16,90d6ae48e7d0,236.91,35.23,8.366,47.45,2,0.0046,0,OK
STATION_2,2024-03-19 08:23:20,90d6ae48e7d0,236.91,33.66,7.913,49.49,17,0.0374,0,OK
STATION_2,2024-03-19 08:23:22,90d6ae48e7d0,233.99,31.84,7.413,50.49,42,0.0865,0,OK
STATION_2,2024-03-19 08:23:27,90d6ae48e7d0,231.63,34.78,8.032,49.01,48,0.1071,0,OK
STATION_2,2024-03-19 08:23:27,90d6ae48e7d0,232.54,32.12,7.427,45.65,17,0.0351,0,OK
STATION_2,2024-03-19 08:23:32,90d6ae48e7d0,236.91,36.15,8.573,46.35,16,0.0381,0,OK
STATION_2,2024-03-19 08:23:32,90d6ae48e7d0,231.86,31.21,7.25,50.53,45,0.0906,0,OK
STATION_2,2024-03-19 08:23:34,90d6ae48e7d0,239,36.04,8.58,52.5,56,0.1335,0,OK
STATION_2,2024-03-19 08:23:42,90d6ae48e7d0,233.74,32.48,7.691,51.91,36,0.0769,0,OK
STATION_2,2024-03-19 08:23:44,90d6ae48e7d0,229.44,32.56,7.375,48.35,12,0.0246,0,OK
STATION_2,2024-03-19 08:23:45,90d6ae48e7d0,235.05,38.12,8.97,48.2,54,0.1345,0,OK
STATION_2,2024-03-19 08:23:47,90d6ae48e7d0,233.33,36.63,8.559,50.6,47,0.1117,0,OK
STATION_2,2024-03-19 08:23:51,90d6ae48e7d0,233.84,30.89,7.173,47.86,44,0.0877,0,OK
STATION_2,2024-03-19 08:23:52,90d6ae48e7d0,234.64,30.48,7.234,51.27,20,0.0402,0,OK
STATION_2,2024-03-19 08:23:56,90d6ae48e7d0,230.71,32.58,7.52,49.91,9,0.0188,0,OK
STATION_2,2024-03-19 08:24:00,90d6ae48e7d0,233.82,35.16,8.244,49.9,42,0.4611,0,OK
STATION_2,2024-03-19 08:24:02,90d6ae48e7d0,238.41,34.21,8.118,49.26,27,0.0609,0,OK
STATION_2,2024-03-19 08:24:09,90d6ae48e7d0,229.11,31.99,7.281,45.81,36,0.0728,0,OK
STATION_2,2024-03-19 08:24:21,90d6ae48e7d0,235.06,32.3,7.565,48.66,17,0.0357,0,OK
STATION_2,2024-03-19 08:24:27,90d6ae48e7d0,234.45,34.53,8.081,49.24,3,0.0067,0,OK
STATION_2,2024-03-19 08:24:30,90d6ae48e7d0,239.08,31.18,7.53,52.31,24,0.0502,0,OK
STATION_2,2024-03-19 08:24:45,90d6ae48e7d0,238.75,37.65,9.107,48.19,26,0.0658,0,OK
STATION_2,2024-03-19 08:25:06,90d6ae48e7d0,237.12,33.93,8.069,49.15,35,0.0784,0,OK
STATION_2,2024-03-19 08:25:06,90d6ae48e7d0,227.09,32.5,7.346,48.81,29,0.0592,0,OK
STATION_2,2024-03-19 08:25:12,90d6ae48e7d0,236.96,32.76,7.747,48.48,2,0.0043,0,OK
STATION_2,2024-03-19 08:25:21,90d6ae48e7d0,234.69,31.76,7.418,51.56,58,0.1195,0,OK
STATION_2,2024-03-19 08:25:30,90d6ae48e7d0,234.21,32.49,7.627,46.68,16,0.0339,0,OK
STATION_2,2024-03-19 08:25:48,90d6ae48e7d0,232.58,31.16,7.369,49.06,10,0.0205,0,OK
STATION_2,2024-03-19 08:25:52,90d6ae48e7d0,237.12,35.17,8.318,48.35,38,0.0878,0,OK
STATION_2,2024-03-19 08:25:56,90d6ae48e7d0,236.22,33.96,8.214,51.04,27,0.0616,0,OK
STATION_2,2024-03-19 08:25:57,90d6ae48e7d0,229.17,32.7,7.348,50.58,42,0.0857,0,OK
STATION_2,2024-03-19 08:26:06,90d6ae48e7d0,236.48,35.23,8.322,49.09,35,0.0809,0,OK
STATION_2,2024-03-19 08:26:17,90d6ae48e7d0,231.6,35.45,8.127,52.25,38,0.0858,0,OK
STATION_2,2024-03-19 08:26:20,90d6ae48e7d0,235.04,33.6,7.884,50.63,35,0.0767,0,OK
STATION_2,2024-03-19 08:26:28,90d6ae48e7d0,233.83,33.79,8.01,49.6,39,0.0868,0,OK
STATION_2,2024-03-19 08:26:47,90d6ae48e7d0,231.96,36.47,8.496,48.37,7,0.0165,0,OK
STATION_2,2024-03-19 08:27:45,90d6ae48e7d0,125.23,38.27,8.903,50.75,59,0.1459,0,OK
STATION_2,2024-03-19 08:27:52,90d6ae48e7d0,234.11,34.58,8.114,50.79,21,0.0473,0,OK
STATION_2,2024-03-19 08:27:57,90d6ae48e7d0,237.64,33.57,8.005,48.26,51,0.1134,0,OK
STATION_2,2024-03-19 08:28:09,90d6ae48e7d0,232.42,32.42,7.594,50.2,56,0.1181,0,OK
STATION_2,2024-03-19 08:28:22,90d6ae48e7d0,238.92,34.07,8.319,48.98,20,0.0462,0,OK
STATION_2,2024-03-19 08:28:28,90d6ae48e7d0,239.49,32.51,7.867,50.75,38,0.083,0,OK
STATION_2,2024-03-19 08:28:36,90d6ae48e7d0,235.22,33.96,7.92,50.2,10,0.022,0,OK
STATION_2,2024-03-19 08:28:51,90d6ae48e7d0,232.32,33.58,7.779,48.74,15,0.0324,0,OK
STATION_2,2024-03-19 08:29:12,90d6ae48e7d0,231.61,31.39,7.244,49.66,38,0.0765,0,OK
STATION_2,2024-03-19 08:29:18,90d6ae48e7d0,228.61,31.76,7.236,48.48,10,0.0201,0,OK
STATION_2,2024-03-19 08:29:33,90d6ae48e7d0,234.22,31.71,7.318,51.03,30,0.061,0,OK
STATION_2,2024-03-19 08:29:33,90d6ae48e7d0,229.42,33.81,7.85,49.82,27,0.0589,0,OK
STATION_2,2024-03-19 08:30:01,90d6ae48e7d0,236.86,33.64,7.828,46.02,25,0.0544,0,OK
STATION_2,2024-03-19 08:30:09,90d6ae48e7d0,233.12,33.29,7.803,48.81,25,0.0542,0,OK
STATION_2,2024-03-19 08:30:12,90d6ae48e7d0,235.05,31.96,7.343,51.62,27,0.0551,0,OK
STATION_2,2024-03-19 08:30:20,90d6ae48e7d0,237.46,33.32,7.817,50.57,27,0.0586,0,OK
STATION_2,2024-03-19 08:31:32,90d6ae48e7d0,231.74,33.16,7.621,53.09,10,0.0212,0,OK
STATION_2,2024-03-19 08:31:57,90d6ae48e7d0,234.16,32.89,7.64,49.21,34,0.0722,0,OK
STATION_2,2024-03-19 08:33:09,90d6ae48e7d0,234.58,32.66,7.622,48.61,1,0.0021,0,OK (ref=707b84)
STATION_16,2024-03-19 09:28:27,2873cf8bc061,232.05,30.18,7.008,43.59,14,0.0273,0,OK
STATION_16,2024-03-19 09:28:31,2873cf8bc061,236.37,31.48,7.388,44.48,28,0.0575,0,OK
STATION_16,2024-03-19 09:28:33,2873cf8bc061,229.86,27.3,6.326,46.7,1,0.0018,0,OK
STATION_16,2024-03-19 09:28:36,2873cf8bc061,232.48,31.69,7.347,44.99,2,0.0041,0,OK
STATION_16,2024-03-19 09:28:40,2873cf8bc061,238.89,32.08,7.674,46.69,5,0.0107,0,OK
STATION_16,2024-03-19 09:28:41,2873cf8bc061,230.43,26.07,6.016,50.51,31,0.0518,0,OK
STATION_16,2024-03-19 09:28:45,2873cf8bc061,236.83,30.81,7.28,44.28,24,0.0485,0,OK
STATION_16,2024-03-19 09:28:51,2873cf8bc061,231.38,27.25,6.325,48.17,3,0.0053,0,OK
STATION_16,2024-03-19 09:29:02,2873cf8bc061,235.06,29.68,7.011,42.74,43,0.0837,0,OK
STATION_16,2024-03-19 09:29:07,2873cf8bc061,238.94,31.03,7.418,43.91,31,0.0639,0,OK
STATION_16,2024-03-19 09:29:09,2873cf8bc061,237.72,31.88,7.586,44.87,44,0.0927,0,OK
STATION_16,2024-03-19 09:29:11,2873cf8bc061,237.31,31.74,7.563,47.56,26,0.0546,0,OK
STATION_16,2024-03-19 09:29:15,2873cf8bc061,235.33,27.98,6.584,47.62,27,0.0494,0,OK
STATION_16,2024-03-19 09:29:21,2873cf8bc061,231.79,29.63,6.849,47.02,29,0.0552,0,OK
STATION_16,2024-03-19 09:29:23,2873cf8bc061,239.41,32.02,7.689,44.88,49,0.1047,0,OK
STATION_16,2024-03-19 09:29:47,2873cf8bc061,231.25,27.33,6.357,46.07,33,0.0583,0,OK
STATION_16,2024-03-19 09:30:03,2873cf8bc061,234.63,27.65,6.484,43.12,40,0.072,0,OK
STATION_16,2024-03-19 09:30:05,2873cf8bc061,231.55,30.16,6.974,38.61,52,0.1007,0,OK
STATION_16,2024-03-19 09:30:26,2873cf8bc061,234.13,26.11,6.093,42.31,34,0.0575,0,OK
STATION_16,2024-03-19 09:30:27,2873cf8bc061,229.36,30.95,7.113,46.87,24,0.0474,0,OK
STATION_16,2024-03-19 09:30:59,2873cf8bc061,239.16,29.47,7.045,44.33,38,0.0744,0,OK
STATION_9,2024-03-19 10:16:05,233e658efa35,218.83,33.53,7.332,40.37,31,0.0631,0,OK
STATION_9,2024-03-19 10:16:11,233e658efa35,219.1,30.58,6.714,39.25,53,0.0989,0,OK
STATION_9,2024-03-19 10:16:13,233e658efa35,221.14,32.74,7.286,40.38,26,0.0526,0,OK
STATION_9,2024-03-19 10:16:14,233e658efa35,219.74,27.84,6.093,37.99,22,0.0372,0,OK
STATION_9,2024-03-19 10:16:15,233e658efa35,219.26,27.43,5.994,37.15,32,0.0533,0,OK
STATION_9,2024-03-19 10:16:16,233e658efa35,223.89,31.36,7.01,38.46,41,0.0798,0,OK
STATION_9,2024-03-19 10:16:17,233e658efa35,223.04,32.08,7.2,40.19,11,0.022,0,OK
STATION_9,2024-03-19 10:16:17,233e658efa35,221.45,32.73,7.24,43.67,41,0.0825,0,OK
STATION_9,2024-03-19 10:16:19,233e658efa35,222.47,29.25,6.498,38.48,59,0.1065,0,OK
STATION_9,2024-03-19 10:16:20,233e658efa35,221.63,33.52,7.481,38.36,15,0.0312,0,OK
STATION_9,2024-03-19 10:16:24,233e658efa35,216.79,29.03,6.337,39.3,7,0.0123,0,OK
STATION_9,2024-03-19 10:16:25,233e658efa35,221.68,33.49,7.426,41.09,48,0.099,0,OK
STATION_9,2024-03-19 10:16:27,233e658efa35,217.74,29.88,6.531,41.4,30,0.0544,0,OK
STATION_9,2024-03-19 10:16:35,233e658efa35,218.62,32.19,7.017,40.49,16,0.0312,0,OK
STATION_9,2024-03-19 10:16:35,233e658efa35,224.08,28.6,6.446,39.21,37,0.0662,0,OK
STATION_9,2024-03-19 10:16:37,233e658efa35,218.16,28.74,6.271,38.21,6,0.0105,0,OK
STATION_9,2024-03-19 10:16:50,233e658efa35,221.17,31.95,6.97,37.07,14,0.0271,0,OK
STATION_9,2024-03-19 10:16:51,233e658efa35,222.3,29.87,6.639,41.36,49,0.0904,0,OK
STATION_9,2024-03-19 10:16:53,233e658efa35,219.06,29.15,6.403,38.21,45,0.08,0,OK
STATION_9,2024-03-19 10:17:03,233e658efa35,222.15,31.12,6.949,40.57,36,0.0695,0,OK
STATION_9,2024-03-19 10:17:08,233e658efa35,221.85,31.1,6.905,42.37,47,0.0902,0,OK
STATION_9,2024-03-19 10:17:08,233e658efa35,221.31,33.23,7.432,42.85,15,0.031,0,OK
STATION_9,2024-03-19 10:17:19,233e658efa35,222.53,26.83,5.99,42.89,27,0.0449,0,OK
STATION_9,2024-03-19 10:17:33,233e658efa35,218.21,31.41,6.796,40.02,35,0.0661,0,OK
STATION_9,2024-03-19 10:17:35,233e658efa35,223.96,33.21,7.46,37.98,14,0.029,0,OK
STATION_9,2024-03-19 10:17:41,233e658efa35,220.07,30.82,6.75,41.82,37,0.0694,0,OK
STATION_9,2024-03-19 10:17:41,233e658efa35,220.34,29,6.399,39.8,4,0.0071,0,OK
STATION_9,2024-03-19 10:17:43,233e658efa35,217.68,28.55,6.226,40.13,4,0.0069,0,OK
STATION_9,2024-03-19 10:17:47,233e658efa35,220.3,32.17,7.104,43.09,60,0.1184,0,OK
STATION_9,2024-03-19 10:18:02,233e658efa35,217.91,29.22,6.363,40.12,46,0.0813,0,OK
STATION_9,2024-03-19 10:18:04,233e658efa35,221.97,28.13,6.224,38.1,15,0.0259,0,OK
STATION_9,2024-03-19 10:18:10,233e658efa35,220.29,27.75,6.096,42.5,55,0.0931,0,OK
STATION_9,2024-03-19 10:18:26,233e658efa35,226.84,30.22,6.875,40.29,34,0.0649,0,OK
STATION_9,2024-03-19 10:18:41,233e658efa35,108.63,28.54,6.421,37.94,31,0.0553,0,OK
STATION_9,2024-03-19 10:18:41,233e658efa35,222.39,29.16,6.495,36.86,37,0.0668,0,OK
STATION_9,2024-03-19 10:18:46,233e658efa35,215.7,32.1,6.933,40.41,49,0.0944,0,OK
STATION_9,2024-03-19 10:18:53,233e658efa35,221.68,25.95,5.684,43.02,52,0.0821,0,OK
STATION_9,2024-03-19 10:18:53,233e658efa35,218.25,32.46,7.071,39.04,7,0.0137,0,OK
STATION_9,2024-03-19 10:18:57,233e658efa35,225.74,0,6.743,38.86,17,0.0318,0,OK
STATION_9,2024-03-19 10:19:00,233e658efa35,223.18,28.93,6.431,40.49,42,0.075,0,OK
STATION_9,2024-03-19 10:19:14,233e658efa35,223.02,32.25,7.249,40.98,59,0.1188,0,OK
STATION_9,2024-03-19 10:19:23,233e658efa35,224.55,30.09,6.794,41.36,50,0.0944,0,OK
STATION_9,2024-03-19 10:19:25,233e658efa35,215.36,31.62,6.824,36.04,52,0.0986,0,OK
STATION_9,2024-03-19 10:19:25,233e658efa35,221.41,32.53,7.201,40.7,34,0.068,0,OK
STATION_9,2024-03-19 10:19:41,233e658efa35,216.67,31.93,6.893,38.6,29,0.0555,0,OK
STATION_9,2024-03-19 10:19:42,233e658efa35,225.56,26.23,5.886,41.39,6,0.0369,0,OK
STATION_9,2024-03-19 10:19:53,233e658efa35,218.29,31.79,6.935,42.63,35,0.0674,0,OK
STATION_9,2024-03-19 10:20:17,233e658efa35,220.08,32.69,7.137,38.17,45,0.0892,0,OK
STATION_9,2024-03-19 10:20:52,233e658efa35,221.4,28.14,6.289,38.12,5,0.0087,0,OK
STATION_9,2024-03-19 10:21:29,233e658efa35,216.89,30.61,6.636,41.1,49,0.0903,0,OK
STATION_9,2024-03-19 10:22:45,233e658efa35,223.2,30.87,6.851,39.94,12,0.0228,0,OK
STATION_14,2024-03-19 13:42:32,849f4cbb3212,232.92,31.73,7.309,48.56,40,0.0812,0,OK
STATION_14,2024-03-19 13:42:36,849f4cbb3212,224.78,32.69,7.36,47.36,30,0.0613,0,OK
STATION_14,2024-03-19 13:42:38,849f4cbb3212,231.52,28.18,6.538,49.99,49,0.089,0,OK
STATION_14,2024-03-19 13:42:45,849f4cbb3212,226.65,34.25,7.716,54.06,10,0.0214,0,OK
STATION_14,2024-03-19 13:42:50,849f4cbb3212,229.26,31.66,7.298,49.18,38,0.077,0,OK
STATION_14,2024-03-19 13:42:56,849f4cbb3212,232.86,30.7,7.169,47.77,30,0.0597,0,OK
STATION_14,2024-03-19 13:42:57,849f4cbb3212,229.97,32.36,7.404,51.59,2,0.0041,0,OK
STATION_14,2024-03-19 13:42:59,849f4cbb3212,227.48,33.05,7.502,56.06,8,0.0167,0,OK
STATION_14,2024-03-19 13:43:00,849f4cbb3212,235.35,33.74,7.999,49.97,7,0.0156,0,OK
STATION_14,2024-03-19 13:43:08,849f4cbb3212,232.98,33.62,7.84,49.53,57,0.1241,0,OK
STATION_14,2024-03-19 13:43:08,849f4cbb3212,232.49,34.61,8.041,51.79,6,0.0134,0,OK
STATION_14,2024-03-19 13:43:08,849f4cbb3212,229.99,29.83,6.813,48.53,60,0.1136,0,OK
STATION_14,2024-03-19 13:43:08,849f4cbb3212,236.13,30.22,7.114,49.57,40,0.079,0,OK
STATION_14,2024-03-19 13:43:16,849f4cbb3212,236.37,33.88,8.017,48.99,37,0.0824,0,OK
STATION_14,2024-03-19 13:43:30,849f4cbb3212,224.71,32.55,7.37,50.32,12,0.0246,0,OK
STATION_14,2024-03-19 13:43:38,849f4cbb3212,229.37,29.89,6.802,50.82,24,0.0453,0,OK
STATION_14,2024-03-19 13:43:41,849f4cbb3212,230.59,31.4,7.195,50.55,37,0.0739,0,OK
STATION_14,2024-03-19 13:43:42,849f4cbb3212,230.47,30.36,7.021,50.44,29,0.0566,0,OK
STATION_14,2024-03-19 13:43:44,849f4cbb3212,224.72,28.46,6.303,44.79,20,0.035,0,OK
STATION_14,2024-03-19 13:43:54,849f4cbb3212,230.99,31.17,7.18,49.32,39,0.0778,0,OK
STATION_14,2024-03-19 13:43:56,849f4cbb3212,232.15,29.01,6.758,47.83,57,0.107,0,OK
STATION_14,2024-03-19 13:43:59,849f4cbb3212,226.13,35.15,8.035,49.63,4,0.0089,0,OK
STATION_14,2024-03-19 13:44:08,849f4cbb3212,231.81,32.81,7.511,49.05,29,0.0605,0,OK
STATION_14,2024-03-19 13:44:12,849f4cbb3212,231.75,33.94,7.981,52.42,50,0.1109,0,OK
STATION_14,2024-03-19 13:44:17,849f4cbb3212,230.22,34.4,7.864,50.15,15,0.0328,0,OK
STATION_14,2024-03-19 13:44:26,849f4cbb3212,235.56,34.01,8.09,49.81,60,0.1348,0,OK
STATION_14,2024-03-19 13:44:32,849f4cbb3212,230.62,28.74,6.716,52.68,24,0.0448,0,OK
STATION_14,2024-03-19 13:44:41,849f4cbb3212,229.52,30.15,6.907,56.34,54,0.1036,0,OK
STATION_14,2024-03-19 13:44:48,849f4cbb3212,228.09,32.71,7.564,47.92,4,0.0084,0,OK
STATION_14,2024-03-19 13:44:48,849f4cbb3212,230.44,32.71,7.567,49.79,49,0.103,0,OK
STATION_14,2024-03-19 13:44:50,849f4cbb3212,229.89,34.24,7.897,51.84,19,0.0417,0,OK
STATION_14,2024-03-19 13:44:52,849f4cbb3212,228.04,34.09,7.75,52.76,46,0.099,0,OK
STATION_14,2024-03-19 13:44:56,849f4cbb3212,235.19,30.96,7.241,49.54,3,0.006,0,OK
STATION_14,2024-03-19 13:45:02,849f4cbb3212,231.18,33.34,7.793,50.16,14,0.0303,0,OK
STATION_14,2024-03-19 13:45:08,849f4cbb3212,229.27,32.87,7.623,50.75,35,0.0741,0,OK
STATION_14,2024-03-19 13:45:17,849f4cbb3212,229.23,34.41,7.925,51.66,9,0.0198,0,OK
STATION_14,2024-03-19 13:45:20,849f4cbb3212,227.19,32.03,7.279,49.11,9,0.0182,0,OK
STATION_14,2024-03-19 13:45:28,849f4cbb3212,230.11,35.13,8.153,49.56,25,0.0566,0,OK
STATION_14,2024-03-19 13:45:32,849f4cbb3212,231.42,31.1,7.248,46.15,24,0.0483,0,OK
STATION_14,2024-03-19 13:45:32,849f4cbb3212,228.26,33.97,7.713,50.78,44,0.0943,0,OK
STATION_14,2024-03-19 13:45:41,849f4cbb3212,232.85,35.61,8.271,49.55,55,0.1264,0,OK
STATION_14,2024-03-19 13:45:48,849f4cbb3212,229.5,28.47,6.536,49.39,14,0.0254,0,OK
STATION_14,2024-03-19 13:46:04,849f4cbb3212,232.8,36.06,8.321,53.24,13,0.03,0,OK
STATION_14,2024-03-19 13:46:08,849f4cbb3212,233.3,33.24,7.854,46.65,15,0.0327,0,OK
STATION_14,2024-03-19 13:46:16,849f4cbb3212,227.95,33.65,7.676,51.43,53,0.113,0,OK
STATION_14,2024-03-19 13:46:20,849f4cbb3212,233.25,32.08,7.531,49.84,5,0.0105,0,OK
STATION_14,2024-03-19 13:46:26,849f4cbb3212,226.27,30.61,6.965,47.22,9,0.0174,0,OK
STATION_14,2024-03-19 13:46:51,849f4cbb3212,231.37,36.6,8.506,49.81,33,0.078,0,OK
STATION_14,2024-03-19 13:46:52,849f4cbb3212,228.16,35.42,8.121,48.22,36,0.0812,0,OK
STATION_14,2024-03-19 13:47:02,849f4cbb3212,232.99,30.41,7.094,52.03,18,0.0355,0,OK
STATION_14,2024-03-19 13:47:08,849f4cbb3212,231.86,34.26,7.957,52.59,58,0.4344,0,OK
STATION_14,2024-03-19 13:47:12,849f4cbb3212,230.03,31.41,7.254,50.48,44,0.0887,0,OK
STATION_14,2024-03-19 13:47:27,849f4cbb3212,229.94,33,7.648,49.24,26,0.0552,0,OK
STATION_14,2024-03-19 13:47:40,849f4cbb3212,323.87,29.31,6.662,48.01,32,0.0592,0,OK
STATION_14,2024-03-19 13:47:42,849f4cbb3212,225.18,30.24,6.711,47.66,18,0.0336,0,OK
STATION_14,2024-03-19 13:47:44,849f4cbb3212,228.46,34.32,7.789,50.11,50,0.1082,0,OK
STATION_14,2024-03-19 13:47:52,849f4cbb3212,234.69,28.88,6.742,53.85,35,0.0656,0,OK
STATION_14,2024-03-19 13:48:48,849f4cbb3212,228.21,34.78,7.94,48.32,24,0.0529,0,OK
STATION_14,2024-03-19 13:48:56,849f4cbb3212,228.56,33.23,7.609,49.92,37,0.0782,0,OK
STATION_14,2024-03-19 13:49:39,849f4cbb3212,228.32,31.68,7.363,51.22,16,0.0327,0,OK
STATION_14,2024-03-19 13:50:00,849f4cbb3212,232.76,30.63,7.244,52.22,17,0.0342,0,OK
STATION_14,2024-03-19 13:50:00,849f4cbb3212,226.31,31.11,7.064,47.11,8,0.0157,0,OK
STATION_14,2024-03-19 13:50:08,849f4cbb3212,223.96,33.03,7.343,52.31,57,0.1163,0,OK
STATION_14,2024-03-19 13:50:11,849f4cbb3212,230.54,32.18,7.448,49.89,2,0.0041,0,OK
STATION_14,2024-03-19 13:50:48,849f4cbb3212,230.35,32.53,-7.489,50.67,13,0.027,0,OK
STATION_14,2024-03-19 13:50:56,849f4cbb3212,230.82,36.16,8.278,50.42,45,0.1035,0,OK
STATION_14,2024-03-19 13:51:32,849f4cbb3212,230.72,34.06,7.834,49.23,8,0.0174,0,OK
STATION_14,2024-03-19 13:51:42,849f4cbb3212,228.59,30.21,6.855,50.95,5,0.0095,0,OK
STATION_14,2024-03-19 13:52:35,849f4cbb3212,231.22,34.37,7.966,48.44,12,0.0266,0,OK
STATION_14,2024-03-19 13:53:02,849f4cbb3212,229.46,34.32,7.915,50.59,34,0.0748,0,OK
STATION_14,2024-03-19 13:53:52,849f4cbb3212,230.56,32.71,7.565,51.83,47,0.0988,0,OK
STATION_0,2024-03-19 21:31:54,416016fd36df,234.99,33.11,7.814,46.48,39,0.0847,0,OK
STATION_0,2024-03-19 21:31:59,416016fd36df,230.12,26.53,6.09,43.97,42,0.0711,0,OK
STATION_0,2024-03-19 21:32:02,416016fd36df,229.65,31.83,7.261,39.56,1,0.002,0,OK
STATION_0,2024-03-19 21:32:02,416016fd36df,227.56,30.72,6.966,44.17,16,0.031,0,OK
STATION_0,2024-03-19 21:32:06,416016fd36df,227.98,32.76,7.359,44.84,23,0.047,0,OK
STATION_0,2024-03-19 21:32:06,416016fd36df,230.03,29.7,6.73,42.47,31,0.058,0,OK
STATION_0,2024-03-19 21:32:09,416016fd36df,229.71,32.39,7.42,46.77,32,0.066,0,OK
STATION_0,2024-03-19 21:32:12,416016fd36df,225.58,32.12,7.304,40.61,5,0.0101,0,OK
STATION_0,2024-03-19 21:32:20,416016fd36df,116.96,29.06,6.69,41.98,53,0.0985,0,OK
STATION_0,2024-03-19 21:32:20,416016fd36df,226.41,31.36,7.141,43.98,48,0.0952,0,OK
STATION_0,2024-03-19 21:32:29,416016fd36df,230.03,32.69,7.554,43.32,21,0.0441,0,OK
STATION_0,2024-03-19 21:32:34,416016fd36df,225.63,25.4,5.715,43.74,33,0.0524,0,OK
STATION_0,2024-03-19 21:32:36,416016fd36df,229.13,33.22,7.65,41.73,16,0.034,0,OK
STATION_0,2024-03-19 21:32:38,416016fd36df,229.53,32.94,7.484,40.54,54,0.1123,0,OK
STATION_0,2024-03-19 21:32:38,416016fd36df,225.48,33.34,7.496,45.34,48,0.0999,0,OK
STATION_0,2024-03-19 21:32:39,416016fd36df,233.56,32,7.508,43.79,43,0.0897,303,Unexpected reboot during active session
STATION_0,2024-03-19 21:32:47,416016fd36df,226.88,33.48,7.654,39.9,7,0.0149,0,OK
STATION_0,2024-03-19 21:32:54,416016fd36df,229.7,30.05,6.977,43.82,32,0.062,0,OK
STATION_0,2024-03-19 21:33:06,416016fd36df,229.1,31.6,7.259,44.09,8,0.0161,0,OK
STATION_0,2024-03-19 21:33:10,416016fd36df,226.73,30.76,6.995,44.09,31,0.0602,0,OK
STATION_0,2024-03-19 21:33:14,416016fd36df,230.62,32.08,7.4,42.6,14,0.0288,0,OK
STATION_0,2024-03-19 21:33:15,416016fd36df,225.54,30.67,6.912,43.49,27,0.0518,0,OK
STATION_0,2024-03-19 21:33:18,416016fd36df,228.41,30.43,6.836,42.99,31,0.0589,0,OK
STATION_0,2024-03-19 21:33:19,416016fd36df,229.85,34.24,7.878,40.28,16,0.035,0,OK
STATION_0,2024-03-19 21:33:20,416016fd36df,228.18,31.87,7.239,39.5,31,0.0623,0,OK
STATION_0,2024-03-19 21:33:22,416016fd36df,231.05,29.76,6.89,43.92,15,0.0287,0,OK
STATION_0,2024-03-19 21:33:24,416016fd36df,227.66,27.38,6.246,43.03,31,0.0538,0,OK
STATION_0,2024-03-19 21:33:39,416016fd36df,228.19,32.06,7.345,43.45,4,0.0082,0,OK
STATION_0,2024-03-19 21:34:00,416016fd36df,227.69,33.56,7.559,42.56,41,0.0861,0,OK
STATION_0,2024-03-19 21:34:14,416016fd36df,233.44,28.6,6.701,41.51,45,0.0838,0,OK
STATION_0,2024-03-19 21:34:18,416016fd36df,230.68,31.49,7.223,46.77,2,0.004,0,OK
STATION_0,2024-03-19 21:34:24,416016fd36df,233.76,30.18,6.966,39.27,43,0.0832,0,OK
STATION_0,2024-03-19 21:34:26,416016fd36df,228.67,27.82,6.478,45.74,56,0.1008,0,OK
STATION_0,2024-03-19 21:34:30,416016fd36df,227.19,26.07,5.936,40.66,47,0.0775,0,OK
STATION_0,2024-03-19 21:34:34,416016fd36df,233.5,31.94,7.443,46.12,2,0.0041,0,OK
STATION_0,2024-03-19 21:34:42,416016fd36df,227.21,32.87,7.445,39.7,55,0.1137,0,OK
STATION_0,2024-03-19 21:35:12,416016fd36df,229.1,33.92,7.734,42.82,19,0.0408,0,OK
STATION_0,2024-03-19 21:35:21,416016fd36df,225.97,29.98,6.815,41.73,55,0.1041,0,OK (ref=d0a411)
STATION_0,2024-03-19 21:35:22,416016fd36df,231.29,30.64,7.057,40.1,40,0.0784,0,OK
STATION_0,2024-03-19 21:35:30,416016fd36df,226.1,31.68,7.21,42.39,15,0.03,0,OK
STATION_0,2024-03-19 21:35:44,416016fd36df,223.26,34.18,7.655,43.97,34,0.0723,0,OK
STATION_0,2024-03-19 21:35:49,416016fd36df,229.48,33.61,7.734,45.95,44,0.0945,0,OK
STATION_0,2024-03-19 21:35:52,416016fd36df,228.35,27.62,6.371,43.32,50,0.0885,0,OK
STATION_0,2024-03-19 21:35:54,416016fd36df,228.8,29.33,6.673,42.31,3,0.0056,0,OK
STATION_0,2024-03-19 21:36:02,416016fd36df,226.01,34.67,7.874,42.73,28,0.0612,0,OK
